t,x,y,z,yaw
0.0,-0.15000000000000013,-0.2598076211353315,0.7,0
0.06060606060606061,-0.1159035377079386,-0.2767062882313744,0.7,0
0.12121212121212122,-0.07994214410701064,-0.2891526475679826,0.7,0
0.18181818181818182,-0.042694451481985564,-0.29694643256427977,0.7,0
0.24242424242424243,-0.0047597891504425486,-0.2999622383021625,0.7,0
0.30303030303030304,0.03325145997030326,-0.29815153933837624,0.7,0
0.36363636363636365,0.07072768065282799,-0.29154347049706253,0.7,0
0.42424242424242425,0.1070658664775615,-0.280244358079532,0.7,0
0.48484848484848486,0.14168132243180462,-0.26443600903427467,0.7,0
0.5454545454545454,0.17401707287135937,-0.24437278561510073,0.7,0
0.6060606060606061,0.2035528234671395,-0.22037751259726013,0.7,0
0.6666666666666667,0.22981333293569334,-0.19283628290596186,0.7,0
0.7272727272727273,0.25237605984935424,-0.16219224523667947,0.7,0
0.7878787878787878,0.2708779614859863,-0.12893847362675157,0.7,0
0.8484848484848485,0.2850213353222835,-0.09361003370954636,0.7,0
0.9090909090909092,0.29457860917881196,-0.056775373308123184,0.7,0
0.9696969696969697,0.2993960029415653,-0.019027175896969357,0.7,0
1.0303030303030303,0.2993960029415653,0.01902717589696921,0.7,0
1.0909090909090908,0.29457860917881207,0.05677537330812278,0.7,0
1.1515151515151516,0.28502133532228363,0.09361003370954599,0.7,0
1.2121212121212122,0.27087796148598636,0.12893847362675143,0.7,0
1.2727272727272727,0.25237605984935446,0.16219224523667913,0.7,0
1.3333333333333335,0.2298133329356936,0.19283628290596153,0.7,0
1.393939393939394,0.2035528234671398,0.22037751259725985,0.7,0
1.4545454545454546,0.1740170728713595,0.24437278561510067,0.7,0
1.5151515151515151,0.14168132243180498,0.2644360090342745,0.7,0
1.5757575757575757,0.10706586647756187,0.2802443580795319,0.7,0
1.6363636363636365,0.07072768065282839,0.2915434704970625,0.7,0
1.696969696969697,0.033251459970303404,0.29815153933837624,0.7,0
1.7575757575757576,-0.004759789150442136,0.2999622383021625,0.7,0
1.8181818181818183,-0.042694451481985425,0.2969464325642798,0.7,0
1.878787878787879,-0.07994214410700999,0.28915264756798276,0.7,0
1.9393939393939394,-0.11590353770793846,0.27670628823137444,0.7,0
2.0,-0.14999999999999977,0.25980762113533173,0.7,0
2.0606060606060606,-0.18168290614129967,0.23872855215924987,0.7,0
2.121212121212121,-0.21044246631189634,0.21380825141365886,0.7,0
2.1818181818181817,-0.23581592842283614,0.18544769586618168,0.7,0
