t,x,y,z,yaw
0.0,-0.14999999999999994,0.2598076211353316,0.7,0
0.06060606060606061,-0.18168290614129995,0.23872855215924968,0.7,0
0.12121212121212122,-0.2104424663118963,0.21380825141365892,0.7,0
0.18181818181818182,-0.23581592842283616,0.18544769586618165,0.7,0
0.24242424242424243,-0.257395023970493,0.154103217472022,0.7,0
0.30303030303030304,-0.2748325372296208,0.1202791606219842,0.7,0
0.36363636363636365,-0.2878478920843492,0.08451976705242902,0.7,0
0.42424242424242425,-0.2962316666029183,0.04740041879200509,0.7,0
0.48484848484848486,-0.29984896271495554,0.009518380049420296,0.7,0
0.5454545454545454,-0.2986415767719254,-0.028516812991254654,0.7,0
0.6060606060606061,-0.2926289360656221,-0.06609315983596216,0.7,0
0.6666666666666667,-0.28190778623577256,-0.10260604299770046,0.7,0
0.7272727272727273,-0.26665063459647703,-0.13746795651822308,0.7,0
0.7878787878787878,-0.24710297442894993,-0.17011795915883107,0.7,0
0.8484848484848485,-0.22357933490272644,-0.20003070015488744,0.7,0
0.9090909090909092,-0.19645822018358555,-0.22672487230627744,0.7,0
0.9696969696969697,-0.16617601915983313,-0.24977095639043137,0.7,0
1.0303030303030303,-0.13321998378173242,-0.2687981322874006,0.7,0
1.0909090909090908,-0.09812038899522656,-0.2835002456144005,0.7,0
1.1515151515151516,-0.06144200041955742,-0.29364073386443357,0.7,0
1.2121212121212122,-0.023774987057036637,-0.2990564327855827,0.7,0
1.2727272727272727,0.014274574747122714,-0.2996602017549024,0.7,0
1.3333333333333335,0.05209445330007899,-0.29544232590366243,0.7,0
1.393939393939394,0.08907611259848221,-0.2864706724332222,0.7,0
1.4545454545454546,0.12462450390056581,-0.27288959860635553,0.7,0
1.5151515151515151,0.1581676402831507,-0.2549176289848543,0.7,0
1.5757575757575757,0.1891658001253566,-0.23284393928752714,0.7,0
1.6363636363636365,0.21712021143152085,-0.2070237034446338,0.7,0
1.696969696969697,0.2415810772593175,-0.17787237871639228,0.7,0
1.7575757575757576,0.26215481312093547,-0.14585902083014063,0.7,0
1.8181818181818183,0.2785103799048217,-0.11149873669809841,0.7,0
1.878787878787879,0.2903846104189068,-0.07534439615432406,0.7,0
1.9393939393939394,0.2975864438492386,-0.037977736072124714,0.7,0
2.0,0.3,-7.347880794884119e-17,0.7,0
2.0606060606060606,0.2975864438492386,0.03797773607212457,0.7,0
2.121212121212121,0.29038461041890695,0.07534439615432341,0.7,0
2.1818181818181817,0.27851037990482197,0.11149873669809779,0.7,0
2.2424242424242427,0.2621548131209355,0.14585902083014052,0.7,0
2.303030303030303,0.2415810772593177,0.17787237871639194,0.7,0
2.3636363636363638,0.21712021143152133,0.2070237034446333,0.7,0
2.4242424242424243,0.18916580012535675,0.23284393928752703,0.7,0
2.484848484848485,0.15816764028315083,0.25491762898485426,0.7,0
2.5454545454545454,0.12462450390056617,0.27288959860635537,0.7,0
2.606060606060606,0.08907611259848286,0.286470672433222,0.7,0
2.666666666666667,0.052094453300079134,0.2954423259036624,0.7,0
2.7272727272727275,0.01427457474712286,0.2996602017549024,0.7,0
2.787878787878788,-0.023774987057036224,0.2990564327855827,0.7,0
2.8484848484848486,-0.061442000419557274,0.29364073386443357,0.7,0
2.909090909090909,-0.09812038899522643,0.28350024561440057,0.7,0
2.9696969696969697,-0.13321998378173205,0.26879813228740085,0.7,0
3.0303030303030303,-0.16617601915983277,0.24977095639043156,0.7,0
3.090909090909091,-0.19645822018358516,0.2267248723062778,0.7,0
3.1515151515151514,-0.223579334902726,0.20003070015488794,0.7,0
3.2121212121212124,-0.24710297442894968,0.1701179591588314,0.7,0
