t,x,y,z,yaw
0.0,0.3,0.0,0.7,0
0.06060606060606061,0.2975864438492386,0.037977736072124776,0.7,0
0.12121212121212122,0.29038461041890684,0.07534439615432377,0.7,0
0.18181818181818182,0.27851037990482175,0.11149873669809825,0.7,0
0.24242424242424243,0.26215481312093547,0.1458590208301406,0.7,0
0.30303030303030304,0.24158107725931757,0.1778723787163921,0.7,0
0.36363636363636365,0.21712021143152105,0.20702370344463358,0.7,0
0.42424242424242425,0.18916580012535675,0.23284393928752703,0.7,0
0.48484848484848486,0.1581676402831507,0.2549176289848543,0.7,0
0.5454545454545454,0.124624503900566,0.2728895986063555,0.7,0
0.6060606060606061,0.08907611259848247,0.28647067243322216,0.7,0
0.6666666666666667,0.05209445330007912,0.2954423259036624,0.7,0
0.7272727272727273,0.01427457474712272,0.2996602017549024,0.7,0
0.7878787878787878,-0.02377498705703643,0.2990564327855827,0.7,0
0.8484848484848485,-0.06144200041955715,0.2936407338644336,0.7,0
0.9090909090909092,-0.0981203889952265,0.2835002456144005,0.7,0
0.9696969696969697,-0.13321998378173222,0.26879813228740074,0.7,0
1.0303030303030303,-0.16617601915983296,0.24977095639043148,0.7,0
1.0909090909090908,-0.19645822018358539,0.22672487230627758,0.7,0
1.1515151515151516,-0.22357933490272638,0.20003070015488753,0.7,0
1.2121212121212122,-0.2471029744289498,0.17011795915883124,0.7,0
1.2727272727272727,-0.266650634596477,0.13746795651822316,0.7,0
1.3333333333333335,-0.2819077862357725,0.10260604299770067,0.7,0
1.393939393939394,-0.2926289360656221,0.06609315983596224,0.7,0
1.4545454545454546,-0.2986415767719254,0.028516812991254862,0.7,0
1.5151515151515151,-0.29984896271495554,-0.009518380049420223,0.7,0
1.5757575757575757,-0.29623166660291833,-0.04740041879200476,0.7,0
1.6363636363636365,-0.28784789208434924,-0.08451976705242882,0.7,0
1.696969696969697,-0.2748325372296209,-0.12027916062198402,0.7,0
1.7575757575757576,-0.25739502397049313,-0.15410321747202183,0.7,0
1.8181818181818183,-0.23581592842283622,-0.18544769586618157,0.7,0
1.878787878787879,-0.21044246631189648,-0.21380825141365878,0.7,0
1.9393939393939394,-0.18168290614129998,-0.23872855215924962,0.7,0
2.0,-0.15000000000000013,-0.2598076211353315,0.7,0
2.0606060606060606,-0.11590353770793885,-0.2767062882313743,0.7,0
2.121212121212121,-0.07994214410701064,-0.2891526475679826,0.7,0
2.1818181818181817,-0.042694451481985835,-0.29694643256427977,0.7,0
2.2424242424242427,-0.004759789150442282,-0.2999622383021625,0.7,0
2.303030303030303,0.03325145997030326,-0.29815153933837624,0.7,0
2.3636363636363638,0.07072768065282799,-0.29154347049706253,0.7,0
2.4242424242424243,0.1070658664775615,-0.280244358079532,0.7,0
2.484848484848485,0.14168132243180462,-0.26443600903427467,0.7,0
2.5454545454545454,0.17401707287135937,-0.24437278561510073,0.7,0
2.606060606060606,0.2035528234671395,-0.22037751259726013,0.7,0
2.666666666666667,0.22981333293569334,-0.19283628290596186,0.7,0
2.7272727272727275,0.25237605984935435,-0.16219224523667922,0.7,0
2.787878787878788,0.2708779614859863,-0.12893847362675157,0.7,0
2.8484848484848486,0.28502133532228363,-0.09361003370954611,0.7,0
2.909090909090909,0.29457860917881196,-0.056775373308123184,0.7,0
2.9696969696969697,0.29939600294156526,-0.01902717589696962,0.7,0
3.0303030303030303,0.2993960029415653,0.01902717589696921,0.7,0
3.090909090909091,0.29457860917881207,0.05677537330812278,0.7,0
3.1515151515151514,0.28502133532228374,0.09361003370954572,0.7,0
