0,-0.35355,-0.35355,0.35355,0
0.01388,-0.35355,-0.35967,0.34733,0
0.02776,-0.35355,-0.36568,0.341,0
0.04164,-0.35355,-0.37157,0.33457,0
0.05552,-0.35355,-0.37735,0.32803,0
0.0694,-0.35355,-0.38302,0.32139,0
0.08328,-0.35355,-0.38857,0.31466,0
0.09716,-0.35355,-0.39401,0.30783,0
0.11104,-0.35355,-0.39932,0.30091,0
0.12492,-0.35355,-0.40451,0.29389,0
0.1388,-0.35355,-0.40958,0.28679,0
0.15268,-0.35355,-0.41452,0.2796,0
0.16656,-0.35355,-0.41934,0.27232,0
0.18044,-0.35355,-0.42402,0.26496,0
0.19432,-0.35355,-0.42858,0.25752,0
0.2082,-0.35355,-0.43301,0.25,0
0.22208,-0.35355,-0.43731,0.2424,0
0.23596,-0.35355,-0.44147,0.23474,0
0.24984,-0.35355,-0.4455,0.227,0
0.26372,-0.35355,-0.4494,0.21919,0
0.2776,-0.35355,-0.45315,0.21131,0
0.29148,-0.35355,-0.45677,0.20337,0
0.30536,-0.35355,-0.46025,0.19537,0
0.31924,-0.35355,-0.46359,0.1873,0
0.33312,-0.35355,-0.46679,0.17918,0
0.347,-0.35355,-0.46985,0.17101,0
0.36088,-0.35355,-0.47276,0.16278,0
0.37476,-0.35355,-0.47553,0.15451,0
0.38864,-0.35355,-0.47815,0.14619,0
0.40252,-0.35355,-0.48063,0.13782,0
0.4164,-0.35355,-0.48296,0.12941,0
0.43028,-0.35355,-0.48515,0.12096,0
0.44416,-0.35355,-0.48719,0.11248,0
0.45804,-0.35355,-0.48907,0.10396,0
0.47192,-0.35355,-0.49081,0.095404,0
0.4858,-0.35355,-0.4924,0.086824,0
0.49968,-0.35355,-0.49384,0.078217,0
0.51356,-0.35355,-0.49513,0.069587,0
0.52744,-0.35355,-0.49627,0.060935,0
0.54132,-0.35355,-0.49726,0.052264,0
0.5552,-0.35355,-0.4981,0.043578,0
0.56908,-0.35355,-0.49878,0.034878,0
0.58296,-0.35355,-0.49931,0.026168,0
0.59684,-0.35355,-0.4997,0.01745,0
0.61072,-0.35355,-0.49992,0.0087262,0
0.6246,-0.35355,-0.5,0,0
0.63848,-0.35355,-0.49992,-0.0087262,0
0.65236,-0.35355,-0.4997,-0.01745,0
0.66624,-0.35355,-0.49931,-0.026168,0
0.68012,-0.35355,-0.49878,-0.034878,0
0.694,-0.35355,-0.4981,-0.043578,0
0.70788,-0.35355,-0.49726,-0.052264,0
0.72176,-0.35355,-0.49627,-0.060935,0
0.73564,-0.35355,-0.49513,-0.069587,0
0.74952,-0.35355,-0.49384,-0.078217,0
0.7634,-0.35355,-0.4924,-0.086824,0
0.77728,-0.35355,-0.49081,-0.095404,0
0.79116,-0.35355,-0.48907,-0.10396,0
0.80504,-0.35355,-0.48719,-0.11248,0
0.81892,-0.35355,-0.48515,-0.12096,0
0.8328,-0.35355,-0.48296,-0.12941,0
0.84668,-0.35355,-0.48063,-0.13782,0
0.86056,-0.35355,-0.47815,-0.14619,0
0.87444,-0.35355,-0.47553,-0.15451,0
0.88832,-0.35355,-0.47276,-0.16278,0
0.9022,-0.35355,-0.46985,-0.17101,0
0.91608,-0.35355,-0.46679,-0.17918,0
0.92996,-0.35355,-0.46359,-0.1873,0
0.94384,-0.35355,-0.46025,-0.19537,0
0.95772,-0.35355,-0.45677,-0.20337,0
0.9716,-0.35355,-0.45315,-0.21131,0
0.98548,-0.35355,-0.4494,-0.21919,0
0.99936,-0.35355,-0.4455,-0.227,0
1.0132,-0.35355,-0.44147,-0.23474,0
1.0271,-0.35355,-0.43731,-0.2424,0
1.041,-0.35355,-0.43301,-0.25,0
1.0549,-0.35355,-0.42858,-0.25752,0
1.0688,-0.35355,-0.42402,-0.26496,0
1.0826,-0.35355,-0.41934,-0.27232,0
1.0965,-0.35355,-0.41452,-0.2796,0
1.1104,-0.35355,-0.40958,-0.28679,0
1.1243,-0.35355,-0.40451,-0.29389,0
1.1382,-0.35355,-0.39932,-0.30091,0
1.152,-0.35355,-0.39401,-0.30783,0
1.1659,-0.35355,-0.38857,-0.31466,0
1.1798,-0.35355,-0.38302,-0.32139,0
1.1937,-0.35355,-0.37735,-0.32803,0
1.2076,-0.35355,-0.37157,-0.33457,0
1.2214,-0.35355,-0.36568,-0.341,0
1.2353,-0.35355,-0.35967,-0.34733,0
1.2492,-0.35355,-0.35355,-0.35355,0
1.2631,-0.35355,-0.34733,-0.35967,0
1.277,-0.35355,-0.341,-0.36568,0
1.2908,-0.35355,-0.33457,-0.37157,0
1.3047,-0.35355,-0.32803,-0.37735,0
1.3186,-0.35355,-0.32139,-0.38302,0
1.3325,-0.35355,-0.31466,-0.38857,0
1.3464,-0.35355,-0.30783,-0.39401,0
1.3602,-0.35355,-0.30091,-0.39932,0
1.3741,-0.35355,-0.29389,-0.40451,0
1.388,-0.35355,-0.28679,-0.40958,0
1.4019,-0.35355,-0.2796,-0.41452,0
1.4158,-0.35355,-0.27232,-0.41934,0
1.4296,-0.35355,-0.26496,-0.42402,0
1.4435,-0.35355,-0.25752,-0.42858,0
1.4574,-0.35355,-0.25,-0.43301,0
1.4713,-0.35355,-0.2424,-0.43731,0
1.4852,-0.35355,-0.23474,-0.44147,0
1.499,-0.35355,-0.227,-0.4455,0
1.5129,-0.35355,-0.21919,-0.4494,0
1.5268,-0.35355,-0.21131,-0.45315,0
1.5407,-0.35355,-0.20337,-0.45677,0
1.5546,-0.35355,-0.19537,-0.46025,0
1.5684,-0.35355,-0.1873,-0.46359,0
